[09:06:03] [main/INFO] (FabricLoader) Loading for game Minecraft 1.16.5
[09:06:03] [main/DEBUG] (FabricLoader) Requesting deobfuscation of minecraft-1.16.5-mapped-net.fabricmc.yarn-1.16.5+build.6-v2.jar
[09:06:03] [main/DEBUG] (FabricLoader) [Knot] Proposed file:/Users/ozheng/.gradle/caches/fabric-loom/1.16.5-mapped-net.fabricmc.yarn-1.16.5+build.6-v2/minecraft-1.16.5-mapped-net.fabricmc.yarn-1.16.5+build.6-v2.jar to classpath.
[09:06:03] [main/DEBUG] (FabricLoader|EntrypointTransformer) Found game constructor: net.minecraft.client.main.Main -> net.minecraft.client.MinecraftClient
[09:12:00] [main/DEBUG] (mixin) Renaming @Invoker method callSetup(Lnet/minecraft/world/poi/PointOfInterestType;)Lnet/minecraft/world/poi/PointOfInterestType; to callSetup_$md$9ef323$2 in fabric-object-builder-v1.mixins.json:PointOfInterestTypeAccessor
[09:12:02] [main/DEBUG] (mixin) Mixing StructureFeatureAccessor from fabric-structure-api-v1.mixins.json into net.minecraft.world.gen.feature.StructureFeature
[09:12:02] [main/DEBUG] (mixin) Renaming @Accessor method setSurfaceAdjustingStructures(Ljava/util/List;)V to setSurfaceAdjustingStructures_$md$9ef323$0 in fabric-structure-api-v1.mixins.json:StructureFeatureAccessor
[09:12:02] [main/DEBUG] (mixin) Renaming @Invoker method callRegister(Ljava/lang/String;Lnet/minecraft/world/gen/feature/StructureFeature;Lnet/minecraft/world/gen/GenerationStep$Feature;)Lnet/minecraft/world/gen/feature/StructureFeature; to callRegister_$md$9ef323$1 in fabric-structure-api-v1.mixins.json:StructureFeatureAccessor
[09:12:04] [main/DEBUG] (mixin) Mixing BiomeAccessor from fabric-structure-api-v1.mixins.json into net.minecraft.world.biome.Biome
[09:12:04] [main/DEBUG] (mixin) Mixing modification.BiomeAccessor from fabric-biome-api-v1.mixins.json into net.minecraft.world.biome.Biome
[09:12:06] [main/DEBUG] (mixin) Mixing MixinChunkGeneratorSettings from fabric-structure-api-v1.mixins.json into net.minecraft.world.gen.chunk.ChunkGeneratorSettings
[09:12:11] [main/DEBUG] (mixin) Mixing MixinFireBlock from fabric-content-registries-v0.mixins.json into net.minecraft.block.FireBlock
[09:12:27] [main/DEBUG] (mixin) Mixing MixinIdList from fabric-registry-sync-v0.mixins.json into net.minecraft.util.collection.IdList
[09:12:27] [main/DEBUG] (mixin) Renaming synthetic method lambda$fabric_remapIds$0(Lit/unimi/dsi/fastutil/ints/Int2IntMap;Ljava/lang/Object;Ljava/lang/Integer;)Ljava/lang/Integer; to md9ef323$lambda$fabric_remapIds$0$0 in fabric-registry-sync-v0.mixins.json:MixinIdList
[09:12:33] [main/DEBUG] (mixin) Mixing MaterialBuilderAccessor from fabric-object-builder-v1.mixins.json into net.minecraft.block.Material$Builder
[09:12:34] [main/DEBUG] (mixin) Mixing AbstractBlockSettingsAccessor from fabric-object-builder-v1.mixins.json into net.minecraft.block.AbstractBlock$Settings
[09:12:34] [main/DEBUG] (mixin) Mixing AbstractBlockSettingsMixin from fabric-object-builder-v1.mixins.json into net.minecraft.block.AbstractBlock$Settings
[09:12:45] [main/DEBUG] (mixin) Mixing MixinBlockEntity from fabric-networking-blockentity-v0.mixins.json into net.minecraft.block.entity.BlockEntity
[09:12:46] [main/DEBUG] (mixin) Mixing MixinBlockEntity from fabric-rendering-data-attachment-v1.mixins.json into net.minecraft.block.entity.BlockEntity
[09:14:04] [main/DEBUG] (mixin) Mixing MixinAbstractFurnaceBlockEntity from fabric-content-registries-v0.mixins.json into net.minecraft.block.entity.AbstractFurnaceBlockEntity
[09:19:42] [main/DEBUG] (mixin) Mixing ServerPlayerEntityMixin from fabric-screen-handler-api-v1.mixins.json into net.minecraft.server.network.ServerPlayerEntity
[09:19:49] [main/DEBUG] (mixin) Mixing ServerPlayerEntityAccessor from fabric-containers-v0.mixins.json into net.minecraft.server.network.ServerPlayerEntity
[09:19:49] [main/DEBUG] (mixin) Mixing MixinServerPlayerEntity from fabric-events-interaction-v0.mixins.json into net.minecraft.server.network.ServerPlayerEntity
[09:19:49] [main/DEBUG] (mixin) Mixing MixinServerPlayerEntity from fabric-containers-v0.accurate.mixins.json into net.minecraft.server.network.ServerPlayerEntity
[09:23:08] [main/DEBUG] (mixin) Mixing MixinTagImpl from fabric-tag-extensions-v0.mixins.json into net.minecraft.tag.SetTag
[09:23:10] [main/DEBUG] (mixin) Mixing MixinTagImpl from fabric-tag-extensions-v0.mixins.json into net.minecraft.tag.RequiredTagList$TagWrapper
[09:23:29] [main/DEBUG] (mixin) Mixing BuiltinBiomesAccessor from fabric-biome-api-v1.mixins.json into net.minecraft.world.biome.BuiltinBiomes
[09:23:29] [main/DEBUG] (mixin) Renaming @Accessor method getBY_RAW_ID()Lit/unimi/dsi/fastutil/ints/Int2ObjectMap; to getBY_RAW_ID_$md$9ef323$0 in fabric-biome-api-v1.mixins.json:BuiltinBiomesAccessor
[09:23:34] [main/DEBUG] (mixin) Mixing modification.BiomeEffectsAccessor from fabric-biome-api-v1.mixins.json into net.minecraft.world.biome.BiomeEffects
[09:23:38] [main/DEBUG] (mixin) Mixing modification.SpawnSettingsAccessor from fabric-biome-api-v1.mixins.json into net.minecraft.world.biome.SpawnSettings
[09:23:39] [main/DEBUG] (mixin) Mixing modification.SpawnDensityAccessor from fabric-biome-api-v1.mixins.json into net.minecraft.world.biome.SpawnSettings$SpawnDensity
[09:23:39] [main/DEBUG] (mixin) Renaming @Invoker method create(DD)Lnet/minecraft/world/biome/SpawnSettings$SpawnDensity; to create_$md$9ef323$0 in fabric-biome-api-v1.mixins.json:modification.SpawnDensityAccessor
[09:23:40] [main/DEBUG] (mixin) Mixing modification.GenerationSettingsAccessor from fabric-biome-api-v1.mixins.json into net.minecraft.world.biome.GenerationSettings
[09:23:42] [main/DEBUG] (mixin) Mixing modification.BiomeWeatherAccessor from fabric-biome-api-v1.mixins.json into net.minecraft.world.biome.Biome$Weather
[09:23:49] [main/DEBUG] (mixin) Mixing MixinStructuresConfig from fabric-structure-api-v1.mixins.json into net.minecraft.world.gen.chunk.StructuresConfig
[09:23:50] [main/DEBUG] (mixin) Mixing StructuresConfigAccessor from fabric-structure-api-v1.mixins.json into net.minecraft.world.gen.chunk.StructuresConfig
[09:23:50] [main/DEBUG] (mixin) Renaming @Accessor method setDefaultStructures(Lcom/google/common/collect/ImmutableMap;)V to setDefaultStructures_$md$9ef323$0 in fabric-structure-api-v1.mixins.json:StructuresConfigAccessor
[09:24:13] [main/DEBUG] (mixin) Mixing MixinItemGroup from fabric-item-groups-v0.mixins.json into net.minecraft.item.ItemGroup
[09:24:13] [main/DEBUG] (mixin) Mixing client.MixinItemGroup from fabric-item-groups-v0.mixins.json into net.minecraft.item.ItemGroup
[09:24:19] [main/DEBUG] (mixin) Mixing ItemStackMixin from fabric-item-api-v1.mixins.json into net.minecraft.item.ItemStack
[09:24:20] [main/DEBUG] (mixin) Mixing client.ItemStackMixin from fabric-item-api-v1.mixins.json into net.minecraft.item.ItemStack
[09:24:21] [main/DEBUG] (mixin) Mixing MixinItemStack from fabric-tool-attribute-api-v1.mixins.json into net.minecraft.item.ItemStack
[09:25:04] [main/DEBUG] (mixin) Mixing LootPoolEntryTypesAccessor from fabric-loot-tables-v1.mixins.json into net.minecraft.loot.entry.LootPoolEntryTypes
[09:25:04] [main/DEBUG] (mixin) Renaming @Invoker method register(Ljava/lang/String;Lnet/minecraft/util/JsonSerializer;)Lnet/minecraft/loot/entry/LootPoolEntryType; to register_$md$9ef323$0 in fabric-loot-tables-v1.mixins.json:LootPoolEntryTypesAccessor
[09:25:33] [main/DEBUG] (mixin) Mixing MultiNoiseBiomeSourceAccessor from fabric-biome-api-v1.mixins.json into net.minecraft.world.biome.source.MultiNoiseBiomeSource
[09:25:35] [main/DEBUG] (mixin) Mixing MixinMultiNoiseBiomeSource from fabric-biome-api-v1.mixins.json into net.minecraft.world.biome.source.MultiNoiseBiomeSource$Preset
[09:25:35] [main/DEBUG] (mixin) Renaming synthetic method lambda$appendNetherBiomes$1(Lnet/minecraft/util/registry/Registry;Ljava/util/List;Lnet/minecraft/util/registry/RegistryKey;Lnet/minecraft/world/biome/Biome$MixedNoisePoint;)V to md9ef323$lambda$appendNetherBiomes$1$0 in fabric-biome-api-v1.mixins.json:MixinMultiNoiseBiomeSource
[09:25:35] [main/DEBUG] (mixin) Renaming synthetic method lambda$appendNetherBiomes$0(Lnet/minecraft/world/biome/Biome;)Lnet/minecraft/world/biome/Biome; to md9ef323$lambda$appendNetherBiomes$0$1 in fabric-biome-api-v1.mixins.json:MixinMultiNoiseBiomeSource
[09:25:39] [main/DEBUG] (mixin) ArgsClassGenerator assigning org.spongepowered.asm.synthetic.args.Args$1 for descriptor (JLjava/util/List;Ljava/util/Optional;Lnet/minecraft/world/biome/source/MultiNoiseBiomeSource$1;)V
[09:25:41] [main/DEBUG] (mixin) Mixing VanillaLayeredBiomeSourceAccessor from fabric-biome-api-v1.mixins.json into net.minecraft.world.biome.source.VanillaLayeredBiomeSource
[09:25:41] [main/DEBUG] (mixin) Renaming @Accessor method getBIOMES()Ljava/util/List; to getBIOMES_$md$9ef323$0 in fabric-biome-api-v1.mixins.json:VanillaLayeredBiomeSourceAccessor
[09:25:41] [main/DEBUG] (mixin) Renaming @Accessor method setBIOMES(Ljava/util/List;)V to setBIOMES_$md$9ef323$1 in fabric-biome-api-v1.mixins.json:VanillaLayeredBiomeSourceAccessor
[09:25:44] [main/DEBUG] (mixin) Mixing FlatChunkGeneratorConfigAccessor from fabric-structure-api-v1.mixins.json into net.minecraft.world.gen.chunk.FlatChunkGeneratorConfig
[09:25:44] [main/DEBUG] (mixin) Renaming @Accessor method getStructureToFeatures()Ljava/util/Map; to getStructureToFeatures_$md$9ef323$0 in fabric-structure-api-v1.mixins.json:FlatChunkGeneratorConfigAccessor
[09:26:03] [main/DEBUG] (mixin) Mixing AccessorFluidTags from fabric-tag-extensions-v0.mixins.json into net.minecraft.tag.FluidTags
[09:26:03] [main/DEBUG] (mixin) Renaming @Accessor method getRequiredTags()Lnet/minecraft/tag/RequiredTagList; to getRequiredTags_$md$9ef323$0 in fabric-tag-extensions-v0.mixins.json:AccessorFluidTags
[09:26:03] [main/DEBUG] (mixin) Mixing DefaultAttributeRegistryAccessor from fabric-object-builder-v1.mixins.json into net.minecraft.entity.attribute.DefaultAttributeRegistry
[09:26:03] [main/DEBUG] (mixin) Renaming @Accessor method getRegistry()Ljava/util/Map; to getRegistry_$md$9ef323$0 in fabric-object-builder-v1.mixins.json:DefaultAttributeRegistryAccessor
[09:26:03] [main/DEBUG] (mixin) Mixing DefaultAttributeRegistryMixin from fabric-object-builder-v1.mixins.json into net.minecraft.entity.attribute.DefaultAttributeRegistry
[09:26:12] [main/DEBUG] (mixin) Mixing MixinMinecraftClient from fabric-networking-v0.mixins.json into net.minecraft.client.MinecraftClient
[09:26:13] [main/DEBUG] (mixin) Mixing client.MinecraftClientMixin from fabric-lifecycle-events-v1.mixins.json into net.minecraft.client.MinecraftClient
[09:26:14] [main/DEBUG] (mixin) Mixing MixinMinecraftClient from fabric-events-interaction-v0.mixins.json into net.minecraft.client.MinecraftClient
[09:26:20] [main/DEBUG] (mixin) Mixing client.MixinMinecraftClient from fabric-registry-sync-v0.mixins.json into net.minecraft.client.MinecraftClient
[09:26:43] [main/DEBUG] (mixin) Mixing client.ClientWorldMixin from fabric-lifecycle-events-v1.mixins.json into net.minecraft.client.world.ClientWorld
[09:26:54] [main/DEBUG] (mixin) Mixing MixinDynamicRegistryManager from fabric-registry-sync-v0.mixins.json into net.minecraft.util.registry.DynamicRegistryManager
[09:26:55] [main/DEBUG] (mixin) Mixing DynamicRegistryManagerMixin from fabric-registry-sync-v0.mixins.json into net.minecraft.util.registry.DynamicRegistryManager
[09:26:58] [main/DEBUG] (mixin) Mixing modification.DynamicRegistryManagerImplMixin from fabric-biome-api-v1.mixins.json into net.minecraft.util.registry.DynamicRegistryManager$Impl
[09:27:03] [main/DEBUG] (mixin) Mixing GrassWalkerEnchantMixin from moosemod.mixins.json into net.minecraft.client.network.ClientPlayerEntity
[09:27:07] [main/DEBUG] (mixin) Mixing ExampleMixin from moosemod.mixins.json into net.minecraft.client.network.ClientPlayerEntity
[09:27:20] [main/DEBUG] (mixin) Mixing MixinClientBuiltinResourcePackProvider from fabric-resource-loader-v0.mixins.json into net.minecraft.client.resource.ClientBuiltinResourcePackProvider
[09:27:25] [main/DEBUG] (mixin) Mixing MixinDefaultResourcePack from fabric-resource-loader-v0.mixins.json into net.minecraft.resource.DefaultResourcePack
[09:28:21] [main/DEBUG] (mixin) Mixing MixinResourcePackManager from fabric-resource-loader-v0.mixins.json into net.minecraft.resource.ResourcePackManager
[09:28:24] [main/DEBUG] (mixin) Mixing ResourcePackManagerAccessor from fabric-resource-loader-v0.mixins.json into net.minecraft.resource.ResourcePackManager
[09:28:29] [main/DEBUG] (mixin) Mixing ResourcePackProfileAccessor from fabric-resource-loader-v0.mixins.json into net.minecraft.resource.ResourcePackProfile
[09:28:30] [main/DEBUG] (mixin) Mixing FileResourcePackProviderAccessor from fabric-resource-loader-v0.mixins.json into net.minecraft.resource.FileResourcePackProvider
[09:28:32] [main/INFO] (com.mojang.authlib.yggdrasil.YggdrasilAuthenticationService) Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', servicesHost='https://api.minecraftservices.com', name='PROD'
[09:28:34] [main/DEBUG] (com.mojang.authlib.HttpAuthenticationService) Opening connection to https://api.minecraftservices.com/privileges
[09:29:07] [main/DEBUG] (com.mojang.authlib.HttpAuthenticationService) Reading data from https://api.minecraftservices.com/privileges
[09:29:53] [main/DEBUG] (com.mojang.authlib.HttpAuthenticationService) Reading error page from https://api.minecraftservices.com/privileges
[09:29:53] [main/DEBUG] (com.mojang.authlib.HttpAuthenticationService) Successful read, server response was 401
[09:29:53] [main/DEBUG] (com.mojang.authlib.HttpAuthenticationService) Response: 
[09:29:53] [main/ERROR] (net.minecraft.client.MinecraftClient) Failed to verify authentication
com.mojang.authlib.exceptions.AuthenticationUnavailableException: null
	at com.mojang.authlib.yggdrasil.YggdrasilSocialInteractionsService.checkPrivileges(YggdrasilSocialInteractionsService.java:97) ~[authlib-2.1.28.jar:?]
	at com.mojang.authlib.yggdrasil.YggdrasilSocialInteractionsService.<init>(YggdrasilSocialInteractionsService.java:40) ~[authlib-2.1.28.jar:?]
	at com.mojang.authlib.yggdrasil.YggdrasilAuthenticationService.createSocialInteractionsService(YggdrasilAuthenticationService.java:152) ~[authlib-2.1.28.jar:?]
	at net.minecraft.client.MinecraftClient.method_31382(MinecraftClient.java:563) [minecraft-1.16.5-mapped-net.fabricmc.yarn-1.16.5+build.6-v2.jar:?]
	at net.minecraft.client.MinecraftClient.<init>(MinecraftClient.java:398) [minecraft-1.16.5-mapped-net.fabricmc.yarn-1.16.5+build.6-v2.jar:?]
	at net.minecraft.client.main.Main.main(Main.java:149) [minecraft-1.16.5-mapped-net.fabricmc.yarn-1.16.5+build.6-v2.jar:?]
	at jdk.internal.reflect.NativeMethodAccessorImpl.invoke0(Native Method) ~[?:?]
	at jdk.internal.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62) ~[?:?]
	at jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) ~[?:?]
	at java.lang.reflect.Method.invoke(Method.java:564) ~[?:?]
	at net.fabricmc.loader.game.MinecraftGameProvider.launch(MinecraftGameProvider.java:226) [fabric-loader-0.11.3.jar:?]
	at net.fabricmc.loader.launch.knot.Knot.launch(Knot.java:146) [fabric-loader-0.11.3.jar:?]
	at net.fabricmc.loader.launch.knot.KnotClient.main(KnotClient.java:28) [fabric-loader-0.11.3.jar:?]
	at net.fabricmc.devlaunchinjector.Main.main(Main.java:86) [dev-launch-injector-0.2.1+build.8.jar:?]
[09:29:54] [main/INFO] (net.minecraft.client.MinecraftClient) Setting user: Player224
[09:29:54] [main/DEBUG] (mixin) Mixing KeyBindingAccessor from fabric-key-binding-api-v1.mixins.json into net.minecraft.client.options.KeyBinding
[09:29:54] [main/DEBUG] (mixin) Renaming @Accessor method fabric_getCategoryMap()Ljava/util/Map; to fabric_getCategoryMap_$md$9ef323$0 in fabric-key-binding-api-v1.mixins.json:KeyBindingAccessor
[09:29:54] [main/DEBUG] (mixin) Mixing KeyCodeAccessor from fabric-key-binding-api-v1.mixins.json into net.minecraft.client.options.KeyBinding
[09:29:57] [main/DEBUG] (Fabric|Loader) Iterating over entrypoint 'main'
[09:30:02] [main/INFO] (net.minecraft.util.logging.LoggerPrintStream) [STDOUT]: 
[34m  __  __                        __  __           _ 
 |  \/  | ___   ___  ___  ___  |  \/  | ___   __| |
 | |\/| |/ _ \ / _ \/ __|/ _ \ | |\/| |/ _ \ / _` |
 | |  | | (_) | (_) \__ \  __/ | |  | | (_) | (_| |
 |_|  |_|\___/ \___/|___/\___| |_|  |_|\___/ \__,_|
                                                   
[09:30:03] [main/INFO] (net.minecraft.util.logging.LoggerPrintStream) [STDOUT]: 
[0m-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-
[31mMoosesMod [33mPRE-Snapshot 21w15a
[0mThe collaborative efforts of
[32mcinzfurz, nf2m, Puffel_, JustSticky
[0m-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-=-
[09:30:06] [main/DEBUG] (FabricRegistrySync) Registry minecraft:block has been marked as modded, registry entry mooses:moose_ore was changed
[09:30:08] [main/DEBUG] (FabricRegistrySync) Registry minecraft:item has been marked as modded, registry entry mooses:moose_sword was changed
[09:30:09] [main/DEBUG] (FabricRegistrySync) Registry minecraft:worldgen/configured_surface_builder has been marked as modded, registry entry mooses:moose_grass was changed
[09:31:14] [main/DEBUG] (mixin) Mixing MinecraftServerMixin from fabric-lifecycle-events-v1.mixins.json into net.minecraft.server.MinecraftServer
[09:31:14] [main/DEBUG] (mixin) Renaming synthetic method lambda$endResourceReload$0(Ljava/lang/Void;Ljava/lang/Throwable;)Ljava/lang/Void; to md9ef323$lambda$endResourceReload$0$0 in fabric-lifecycle-events-v1.mixins.json:MinecraftServerMixin
[09:31:17] [main/DEBUG] (mixin) Mixing MixinMinecraftServer from fabric-resource-loader-v0.mixins.json into net.minecraft.server.MinecraftServer
